# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
4 4 12 ffac0f
5 4 12 ffac0f
6 4 12 ffac0f
7 4 12 ffac0f
0 5 12 ffac0f
1 5 12 ffac0f
2 5 12 ffac0f
3 5 12 ffac0f
4 5 12 ffac0f
5 5 12 ffac0f
6 5 12 ffac0f
7 5 12 ffac0f
0 6 12 ffac0f
1 6 12 ffac0f
2 6 12 ffac0f
3 6 12 ffac0f
4 6 12 ffac0f
5 6 12 ffac0f
6 6 12 ffac0f
7 6 12 ffac0f
0 7 12 ffac0f
1 7 12 ffac0f
2 7 12 ffac0f
3 7 12 ffac0f
4 7 12 ffac0f
5 7 12 ffac0f
6 7 12 ffac0f
0 8 12 ffac0f
1 8 12 ffac0f
2 8 12 ffac0f
3 8 12 ffac0f
4 8 12 ffac0f
5 8 12 ffac0f
6 8 12 ffac0f
0 9 12 ffac0f
1 9 12 ffac0f
2 9 12 ffac0f
3 9 12 ffac0f
4 9 12 ffac0f
5 9 12 ffac0f
0 10 12 ffac0f
1 10 12 ffac0f
2 10 12 ffac0f
3 10 12 ffac0f
4 10 12 ffac0f
0 11 12 ffac0f
1 11 12 ffac0f
2 11 12 ffac0f
3 11 12 ffac0f
0 12 12 ffac0f
1 12 12 ffac0f
0 0 13 ffac0f
1 0 13 ffac0f
2 0 13 ffac0f
3 0 13 ffac0f
4 0 13 ffac0f
5 0 13 ffac0f
6 0 13 ffac0f
0 1 13 ffac0f
1 1 13 ffac0f
2 1 13 ffac0f
3 1 13 ffac0f
4 1 13 ffac0f
